,id,num_nodes_joke,num_nodes_nonj
966,2r28b5,6,6
967,3lwizf,12,10
968,1q1ktk,6,6
969,1q68t5,9,6
970,4nkh5b,10,8
971,1rkq2r,9,10
972,9wzo68,4,4
973,59i42u,8,8
974,4xp35m,5,4
975,1qzzg8,3,3
976,1r8b6t,5,5
977,9xmr04,5,7
978,3wx7n4,10,9
979,63z7q1,6,6
980,3m0pqd,4,7
981,5ctk35,4,4
982,3n9zzq,4,3
983,3btqze,0,6
984,4lj190,4,5
985,6t3l8g,5,5
986,64dxkn,9,9
987,588vs4,10,12
988,3x1lwl,4,5
989,4xvnzk,6,6
990,64cv3w,3,4
991,1p472z,7,3
992,a5f8hu,14,14
993,5j98c9,7,4
994,5jh4cv,11,11
995,58vqnw,7,7
996,6rqzom,4,4
997,58wiwm,5,6
998,3mr381,5,5
999,1cyoxo,6,7
1000,5dyios,8,3
1001,3m62ec,5,4
1002,5lu6bi,2,2
1003,2ec34p,2,2
1004,345seb,0,3
1005,5yipwd,8,7
1006,5yix2j,4,4
1007,4qii0e,4,5
1008,34hw6c,4,5
1009,3nggqr,13,13
1010,4bltip,6,4
1011,3nsg4q,4,4
1012,2e4qvq,3,3
1013,4qbgt8,7,6
1014,s2mym,5,7
1015,s2gah,3,3
1016,34gagp,4,4
1017,7pcjsd,4,4
1018,rzx53,2,2
1019,tmdkf,6,6
1020,45rjik,3,5
1021,5ffgn1,3,3
1022,4qt7eh,4,3
1023,2euh5x,28,0
1024,3ilaeb,2,4
1025,3i2a1f,6,6
1026,7w3sdy,8,8
1027,7vzost,5,5
1028,tvk5i,6,4
1029,3jng8a,4,4
1030,5yh93u,6,4
1031,3l3u03,4,4
1032,sww0e,15,15
1033,5r5kk8,4,2
1034,45qla9,16,12
1035,33odqa,0,0
1036,4qpp3h,9,9
1037,45lta6,5,4
1038,3rrudz,4,5
1039,3s0kg6,4,4
1040,c9tpgp,6,5
1041,3rmic6,7,7
1042,3r67m0,6,6
1043,qcsho,8,8
1044,3rj08h,4,4
1045,40wzte,6,10
1046,3thckj,4,5
1047,35uvnp,8,8
1048,7hzuw5,13,0
1049,pwdrr,9,5
1050,35nmmu,7,7
1051,35j0t5,3,5
1052,3skas1,4,5
1053,34x0ek,6,6
1054,5evjqm,8,8
1055,2dznjt,16,13
1056,7mzu6t,7,7
1057,4q386t,11,11
1058,5lwao9,4,5
1059,7ns6xq,8,6
1060,7nq5nc,9,0
1061,3pr02f,6,7
1062,r53yi,2,4
1063,2dsjoy,4,4
1064,7m1366,3,3
1065,qq4nn,2,4
1066,356lek,3,3
1067,357sua,6,6
1068,357uau,7,7
1069,52w08e,5,3
1070,3pz8en,6,6
1071,3ptsjk,4,5
1072,3q3zij,4,4
1073,2dxhsi,7,7
1074,5xwnij,5,5
1075,3ttowr,16,16
1076,39b3fn,6,6
1077,87tbyx,6,6
1078,31aozd,4,4
1079,2gfep7,6,6
1080,4rz2rl,6,6
1081,31txwq,3,3
1082,85s71f,5,5
1083,4avhb8,11,11
1084,869cth,8,8
1085,3ahpgq,4,5
1086,87hmtg,11,7
1087,31p3x8,4,4
1088,3aauxc,7,7
1089,3ab8i6,3,4
1090,3tqava,5,7
1091,3175ca,2,3
1092,51ubyu,3,3
1093,362bqf,13,13
1094,xz4mb,4,2
1095,35m3n4,3,3
1096,4stmc8,4,5
1097,y7dby,6,6
1098,30myjr,7,7
1099,35aapt,4,4
1100,30puwd,6,6
1101,35i6f9,4,6
1102,xxb5e,6,6
1103,373cv1,2,6
1104,xm0bc,6,6
1105,5xtah7,6,6
1106,36dcxf,5,5
1107,3668d2,3,3
1108,8blilv,9,10
1109,51w1wd,8,0
1110,bxqw5f,6,2
1111,3fq26y,6,6
1112,3g0sru,6,6
1113,4b56qy,4,4
1114,32omob,6,7
1115,4reoha,6,8
1116,5fs0d4,0,0
1117,3tdr3v,5,5
1118,5lk4vj,3,4
1119,3g71vs,3,3
1120,336f7m,7,0
1121,336k29,3,4
1122,7x7k24,8,8
1123,4r12y1,2,3
1124,338sp1,5,9
1125,3hpkpt,3,3
1126,32xioh,2,2
1127,ulw61,4,4
1128,4r77hj,19,6
1129,3tajfx,5,5
1130,3h6bld,2,4
1131,7wmgjs,6,6
1132,80nn0d,8,8
1133,2fxq5c,11,0
1134,83jnch,6,7
1135,83pcpu,5,5
1136,5fy4e0,6,0
1137,84xn4s,7,7
1138,3c38kr,5,5
1139,3tlkyl,5,4
1140,2fysn4,8,6
1141,83wa39,10,0
1142,vhbym,3,4
1143,3dx6p9,5,5
1144,3edzxb,6,6
1145,32lbg3,2,4
1146,5fvmwr,3,5
1147,5fvh7z,4,3
1148,32d5aj,6,6
1149,vll6x,7,8
1150,5rwn9n,7,7
1151,3tgnoa,5,5
1152,35x9vj,5,0
1153,4dnu6a,3,2
1154,iz2on,4,4
1155,3a7i20,4,6
1156,5ddjbp,2,2
1157,3a5x5s,6,5
1158,jf2yg,4,4
1159,4ct17s,9,7
1160,2a8piw,0,4
1161,crdfb4,9,9
1162,crkj2v,6,6
1163,4np2dy,6,6
1164,3ag7km,5,0
1165,4fw5cb,2,2
1166,isgbp,5,5
1167,3qvviu,6,6
1168,3ab1n1,6,6
1169,6ywwpi,4,4
1170,3adt04,5,5
1171,2apqp0,11,0
1172,5dlgra,4,4
1173,73mw1t,4,4
1174,456u8d,10,9
1175,737sxo,5,5
1176,4o2nbm,5,6
1177,713fpa,4,4
1178,70xjlo,5,5
1179,5dh1q7,8,8
1180,4b09ae,7,7
1181,71vbmz,0,4
1182,k1u2f,4,4
1183,4kz9ze,0,9
1184,3qf89y,5,7
1185,4l77b4,0,6
1186,3bq6rx,9,9
1187,6t69u6,10,8
1188,6uf5fq,8,8
1189,44xsmo,5,8
1190,4n1z4j,5,5
1191,6u26ox,7,6
1192,4n0lpt,5,5
1193,6002om,6,3
1194,4mi17x,3,3
1195,6s4ic6,8,8
1196,4mn40q,4,5
1197,3bttqu,4,4
1198,euhyt,16,0
1199,3bvi0d,4,4
1200,6skox0,9,10
1201,cnkkdu,5,5
1202,g8ffs,7,6
1203,6wk07r,5,5
1204,5zunav,14,14
1205,6waps9,12,14
1206,4i0dhg,5,5
1207,4hkr2r,7,8
1208,4hbawd,5,4
1209,4g81ws,11,7
1210,6xat5a,4,4
1211,41sa6z,4,4
1212,cuco2w,7,0
1213,6uwt6r,6,5
1214,4jj6sv,7,7
1215,3bbqvr,11,11
1216,41uwrj,5,5
1217,cvkz5n,5,5
1218,6vo302,4,4
1219,6vhv3h,15,3
1220,gs5zj,0,0
1221,4c6bhc,2,4
1222,4p8kvr,3,6
1223,4c6x6j,4,4
1224,36po65,2,2
1225,ogrww,6,6
1226,3x0zgd,8,8
1227,3x7qgt,4,4
1228,5edau5,0,3
1229,36rjzi,14,16
1230,cf2lee,6,6
1231,3zc2cm,4,5
1232,3zizrz,4,5
1233,4cbua9,5,5
1234,4p0eip,4,4
1235,4p5p40,7,7
1236,3ygnlb,3,4
1237,53bucz,0,6
1238,53c7z1,5,6
1239,5z6rin,2,2
1240,36pkcv,4,4
1241,534gzp,3,3
1242,3ureyo,8,8
1243,7g4ao0,8,8
1244,pd2rc,3,4
1245,cc4q3i,5,6
1246,pl92t,8,8
1247,pj1mb,4,4
1248,cbv1c9,7,7
1249,7gulk0,9,9
1250,4pew7y,5,8
1251,3w6zwn,7,8
1252,411pjd,4,4
1253,5eh06m,10,0
1254,3v8wnj,4,4
1255,7fmdsg,2,2
1256,7fjytn,23,0
1257,3vkj9f,5,3
1258,36h3mg,4,10
1259,5mcjh8,5,5
1260,cl2xbb,8,8
1261,lsf80,5,5
1262,469575,4,6
1263,3ri74z,8,8
1264,5q8y6i,4,0
1265,5duhw0,3,6
1266,5pvwad,9,7
1267,45atzl,5,5
1268,4cji50,6,6
1269,5ptm87,7,7
1270,41ghxa,4,4
1271,4579mw,6,7
1272,4cpjeo,4,4
1273,47v4aa,9,9
1274,75ool2,3,2
1275,lfrze,4,4
1276,47c4r4,5,5
1277,75d8bt,7,6
1278,4215tq,3,3
1279,79mjx9,4,6
1280,4cfa4o,8,0
1281,2c1kl1,6,8
1282,2c5qdg,12,12
1283,2c9yin,9,9
1284,7ajzqt,4,4
1285,cgslnf,5,5
1286,5e50fo,5,7
1287,5zacac,5,6
1288,37w47k,3,7
1289,387xa2,3,4
1290,44zby3,3,6
1291,38bttu,5,5
1292,2bszxq,9,0
1293,384wge,3,3
1294,53h6pt,3,0
1295,5e18r2,9,9
1296,53i5ea,7,7
1297,78d9xg,5,3
1298,25sd8o,7,7
1299,9mgwtm,7,7
1300,2su4de,8,8
1301,1609uc,5,5
1302,15y91e,7,3
1303,3ye45w,4,5
1304,4zqomn,9,9
1305,48ua47,4,6
1306,au1vmz,4,4
1307,28dqbl,11,12
1308,atuli1,10,10
1309,3wdkh3,14,14
1310,2lwu8b,11,11
1311,271dtp,4,4
1312,9kunpk,6,6
1313,161dd5,8,9
1314,3wnmap,4,3
1315,20122g,9,8
1316,5k3rfk,8,10
1317,2rz1qn,7,7
1318,9sn8ii,4,5
1319,2rw6w5,9,8
1320,5k3b0e,8,6
1321,28yrlz,16,16
1322,5un86f,7,7
1323,22r0fu,6,6
1324,arf4vh,6,6
1325,23bf1s,5,0
1326,2m8nsn,5,5
1327,9r5nra,15,14
1328,4x7o38,9,21
1329,21j37x,5,6
1330,4zo9uv,7,7
1331,2s4y9x,4,3
1332,5i9ip2,6,7
1333,ayyp3h,2,2
1334,2ku9so,4,4
1335,3vxaw8,5,5
1336,2dtpaf,3,3
1337,3ynwdn,4,2
1338,2di8iw,7,7
1339,2ktg1u,6,8
1340,2fwz5r,6,6
1341,2unkud,6,4
1342,2up1yb,5,6
1343,508f8r,9,9
1344,145ex0,3,6
1345,145a4d,6,6
1346,506lpe,10,10
1347,9c4sv4,5,5
1348,2fo8s0,3,4
1349,9hxu5y,3,3
1350,avy9gg,7,6
1351,2tnnhb,0,0
1352,2an36t,3,5
1353,2ap6rk,10,10
1354,2ac3rc,9,9
1355,4zw417,4,4
1356,9iqlv5,8,8
1357,2tp3jn,5,3
1358,2ligva,5,6
1359,2tjwbp,3,4
1360,2tin6p,3,6
1361,2atxbg,9,10
1362,2ty0nh,30,30
1363,2cj22x,5,5
1364,490a5k,3,4
1365,2avn7t,5,5
1366,4913p9,7,7
1367,5w7o8h,3,10
1368,500dgm,6,5
1369,5vbxtz,8,8
1370,5uwo08,6,6
1371,4z7tp3,3,3
1372,1izy32,3,6
1373,a6su1u,6,6
1374,1gfby5,12,0
1375,18ticc,9,9
1376,18r2ha,9,9
1377,4yf9e1,3,4
1378,3xzut5,6,6
1379,1ktn1f,8,0
1380,2q9iwm,4,4
1381,5juyg6,7,6
1382,1l521x,7,7
1383,5uufsj,8,8
1384,1kj8is,4,3
1385,1jj844,5,5
1386,aj5ms7,9,0
1387,a92llh,12,12
1388,4z9h7k,5,5
1389,a4w2b2,4,4
1390,2nje95,5,5
1391,2ntsiw,7,7
1392,2oqe2h,8,8
1393,5jisbt,2,2
1394,ac64qo,3,2
1395,afqj5k,4,9
1396,5v5dbn,4,4
1397,5jmpgl,4,4
1398,3xr0vz,8,8
1399,5v2yt5,2,6
1400,4ylcy5,9,10
1401,5v9gyd,4,4
1402,4ymfl7,15,15
1403,1eqpkr,6,4
1404,aftty6,6,6
1405,1d7tvk,3,4
1406,1968gq,6,5
1407,1dcyec,5,5
1408,2nzrn1,2,2
1409,aan3wd,4,5
1410,48b076,5,5
1411,1sesus,6,6
1412,1slmx6,6,9
1413,9vtb55,6,6
1414,2rgbve,4,6
1415,2mtx7h,4,4
1416,1tm72v,5,5
1417,178xgv,6,6
1418,5izahz,7,3
1419,4zh3im,2,4
1420,47bve8,10,7
1421,1r4elw,4,4
1422,17d3by,9,9
1423,5iv2v0,4,4
1424,1wxt07,5,5
1425,5k1onf,8,8
1426,1uf896,5,5
1427,3wrgbg,9,11
1428,48mcbf,4,2
1429,4xk12x,6,6
1430,9u8nea,6,7
1431,2ro5kh,3,7
1432,2mov6i,4,4
1433,5k1ok0,5,6
1434,1po9ms,4,4
1435,1mzdv0,9,9
1436,4zdapd,5,2
1437,1nazof,6,6
1438,2qoxo0,5,2
1439,1nd2ah,8,7
1440,1moajh,4,6
1441,186pxl,6,6
1442,1lqbx3,2,2
1443,1ngnsp,6,6
1444,3x5py6,5,5
1445,2qk3p4,3,3
1446,2qquvg,5,6
1447,4xuljp,4,3
1448,9zy1hn,2,3
1449,2qxdmu,3,4
1450,2qxmo4,8,6
1451,1pnmck,4,5
1452,1p0yte,4,3
1453,5jxdau,4,4
1454,2qrj3u,3,3
1455,alswil,9,7
1456,17s86i,7,7
1457,3x1w9q,4,4
1458,2ymno3,15,7
1459,bhkh7n,3,3
1460,5gw86v,2,3
1461,2i0fg6,6,4
1462,2xulwn,3,4
1463,104x4s,4,9
1464,4a73i7,4,5
1465,2y6qn3,2,3
1466,2z2eic,4,4
1467,4tnjak,7,6
1468,4tj55r,4,3
1469,2zh1tm,8,8
1470,5tjt4f,8,11
1471,5xedj0,5,7
1472,3zjfnx,5,5
1473,4tlygb,3,4
1474,2zdsey,3,3
1475,8l6ls3,4,4
1476,4u0i4x,0,5
1477,2yb0fm,9,10
1478,5u0uyp,5,5
1479,4tzwmt,3,3
1480,8qevm9,4,4
1481,4u1ci6,6,6
1482,bea0pe,4,3
1483,5h5ds4,4,5
1484,2y31pt,10,10
1485,8ric54,4,4
1486,4tvuae,2,5
1487,4tvsu7,9,9
1488,8p4apx,10,10
1489,3uq007,3,4
1490,514pch,4,4
1491,5h22qt,2,2
1492,bf1upz,17,0
1493,2yhidf,12,12
1494,4tx2zf,4,4
1495,bfjsng,2,4
1496,ynezf,10,9
1497,51pecf,6,6
1498,5t38m7,12,12
1499,5t4rid,11,10
1500,4t1ebj,6,4
1501,303mef,10,9
1502,8gsjde,8,10
1503,2hbbi1,6,6
1504,3zsxf6,4,4
1505,30jr2i,4,4
1506,y9mm3,12,12
1507,5xp9j7,7,7
1508,8eqaue,5,5
1509,4sy7mg,7,5
1510,yf4wf,12,12
1511,30cdwl,3,0
1512,8euzuo,10,9
1513,51rh7w,4,4
1514,51rht9,7,5
1515,5xknh1,6,7
1516,3136sw,9,9
1517,8j2hho,11,10
1518,2znm4s,11,0
1519,3uh7vu,9,8
1520,30ole4,6,6
1521,2hmb8c,7,0
1522,5l22bp,4,4
1523,3035ix,10,9
1524,5l3v3o,5,8
1525,8hiyko,10,11
1526,8hihmn,2,3
1527,bkwc4j,4,7
1528,5tbhdo,3,5
1529,3zo8q3,3,3
1530,z2d1d,11,0
1531,z33nl,15,13
1532,5u1sod,4,4
1533,2lbghq,4,3
1534,93s9b9,5,5
1535,950tff,10,0
1536,12td3v,3,4
1537,5husrs,5,8
1538,3vlt1z,5,6
1539,12votx,4,3
1540,953j7a,7,8
1541,4vcxky,6,5
1542,50lcac,4,5
1543,12gsao,10,10
1544,4uzi7y,7,7
1545,92lzi4,5,5
1546,2mdppt,4,4
1547,5u9d1c,4,5
1548,2lsebh,10,9
1549,92y664,6,6
1550,5hojh3,8,8
1551,2hshzp,5,3
1552,2kb2mx,10,10
1553,4vm6it,5,4
1554,2i6syp,4,4
1555,2k86l5,5,7
1556,13h2zl,2,6
1557,2uvueb,9,9
1558,2uwehc,4,6
1559,2hg8yt,11,11
1560,5hvwke,14,0
1561,4vhs29,4,2
1562,2k38un,9,7
1563,2k340h,4,3
1564,5wklb1,24,24
1565,5hyyad,5,5
1566,2io574,4,5
1567,49fvh7,6,8
1568,5ub6e1,3,3
1569,4viotw,5,6
1570,2nkvja,11,11
1571,2ixaxs,5,3
1572,5komww,4,4
1573,8uzvwe,12,0
1574,bbpien,7,7
1575,8va1f0,11,12
1576,8wg5fv,5,5
1577,2r998q,5,5
1578,2rcfpf,6,6
1579,5hcf1q,8,8
1580,2rty09,4,4
1581,bb8q03,7,3
1582,3v3stn,6,6
1583,5u25oh,3,3
1584,10wms9,9,9
1585,10wcqh,14,0
1586,bd10hv,4,4
1587,510nxj,5,0
1588,3v07jm,4,4
1589,8u1mvc,0,0
1590,bc7jtf,7,7
1591,bcmah4,5,4
1592,5ha2hl,4,4
1593,4ujy60,4,4
1594,2ot1yc,6,4
1595,2wt2ht,3,3
1596,2jff0k,10,6
1597,123ch9,13,0
1598,50o77w,7,7
1599,2pjg35,10,10
1600,2o6yms,2,3
1601,4umebd,7,6
1602,2qawf8,10,0
1603,2qbied,4,4
1604,49ujl4,7,7
1605,2x6vrg,4,3
1606,50u2vq,7,7
1607,2ja9uy,3,3
1608,b8zpb2,8,8
1609,b9182k,2,4
1610,4uo5c4,5,5
1611,5r5nvs,3,4
1612,1gwxd3,6,5
1613,53ruo9,4,5
1614,44atw7,12,12
1615,1gp24t,8,8
1616,3h31w7,4,5
1617,22swg8,5,5
1618,42wjhi,5,4
1619,6ajp5q,4,6
1620,dniyi5,4,3
1621,3hctuv,3,7
1622,1h5mkx,11,7
1623,3hf6lu,7,7
1624,53pbxn,7,7
1625,6cufva,9,17
1626,1g0gxa,13,12
1627,5p150q,4,4
1628,dk713a,4,0
1629,53owlw,3,3
1630,3grstd,8,7
1631,4k9sd8,7,9
1632,1gg98e,3,4
1633,60z4q6,7,7
1634,60yn3b,17,18
1635,6ch653,8,8
1636,1g8vao,6,6
1637,5ba993,6,4
1638,1j0i3w,4,4
1639,67o1ii,9,0
1640,5ow439,4,4
1641,3i2z4r,4,9
1642,54nqpp,4,5
1643,3ok3u9,5,5
1644,68duug,6,5
1645,54oqbu,3,4
1646,5sl4xb,6,6
1647,3iedou,6,6
1648,20xk93,14,14
1649,3ofwvj,5,5
1650,431feg,6,6
1651,4jgawt,5,4
1652,1j4al8,4,4
1653,5ax3v6,11,9
1654,21v1tn,11,11
1655,4ju87i,5,5
1656,5b73vg,4,8
1657,548ewd,3,4
1658,1huj3d,9,9
1659,545vq4,6,6
1660,69n9p8,2,4
1661,4jt1cr,4,4
1662,3hxntx,24,0
1663,54gvdp,6,6
1664,dq1wwi,8,0
1665,223a76,8,7
1666,5nmw9y,8,8
1667,618egs,8,7
1668,3em2zg,7,7
1669,5p8dqy,11,0
1670,dbj0te,7,9
1671,266gla,5,5
1672,3eht16,7,4
1673,1dew5g,15,0
1674,4vxjt5,8,8
1675,4wbi3j,3,3
1676,4wnewe,7,7
1677,ddhnif,7,7
1678,dd9f81,7,7
1679,4ean6h,11,10
1680,5rrl3v,6,6
1681,3pia5k,4,4
1682,3epfcl,3,3
1683,5c0709,6,5
1684,5ro3ak,5,5
1685,4ui5vk,9,8
1686,5n8wub,5,7
1687,1ch2y4,7,7
1688,3ppno7,3,2
1689,6jmdoo,6,6
1690,6jw4me,5,5
1691,dakupd,7,8
1692,6jyu5l,4,4
1693,26ef0p,4,4
1694,3pmrla,0,0
1695,6knwwk,4,4
1696,1f7jcg,4,4
1697,4em5lg,3,4
1698,50utk0,4,4
1699,5btop1,4,5
1700,6flfof,2,3
1701,6ftkas,6,6
1702,5s2vih,2,3
1703,1fpinx,6,0
1704,42qcq9,6,6
1705,5bp18z,3,3
1706,5p2w88,5,4
1707,1fbsbe,3,4
1708,3p98rt,3,3
1709,3f8rqp,8,8
1710,5ruzqw,7,5
1711,3f5yq2,5,5
1712,1e0vop,8,8
1713,3ey8eg,5,5
1714,3f3p4a,6,9
1715,4kxwtc,4,4
1716,6gecpq,4,4
1717,42k6ec,7,7
1718,3paqrx,3,3
1719,6gi6go,5,3
1720,4kzh4s,6,6
1721,3dr975,4,4
1722,64uamy,8,8
1723,64vkw6,6,5
1724,57lgpe,6,5
1725,5thgwi,7,0
1726,1p2axn,7,5
1727,62ms0p,7,7
1728,64n3ak,3,3
1729,59lhuy,4,4
1730,57xm6w,15,0
1731,4g84p3,5,3
1732,64oinr,6,7
1733,57tibe,5,5
1734,5tkhu1,6,6
1735,57938u,7,7
1736,1wbm8f,3,3
1737,3kumqa,4,4
1738,3ku7nx,10,5
1739,574dg3,6,7
1740,e7hfv4,5,5
1741,e76gw3,5,5
1742,5tfeau,3,7
1743,1oofmd,2,4
1744,57gcg3,5,5
1745,e99dpw,8,11
1746,57csv3,4,4
1747,5981ec,6,6
1748,egbluw,12,0
1749,6414x3,2,4
1750,58hv9o,5,3
1751,5ogcfu,14,13
1752,596sml,5,5
1753,5tyegn,7,6
1754,3my8qt,3,6
1755,58ys8l,11,9
1756,58x9zp,2,8
1757,58w9bv,4,5
1758,58uqpk,3,3
1759,59dho3,2,3
1760,43lnke,5,5
1761,1qn5q0,4,2
1762,3lw1ig,3,3
1763,1qh5h0,7,7
1764,1qpp2c,4,4
1765,585leq,5,5
1766,ed1tkf,2,2
1767,3lrrm0,10,14
1768,64ckd4,5,4
1769,1tj4eh,4,5
1770,ef4eop,6,6
1771,59e0tz,3,4
1772,1tm91o,4,0
1773,5o8dt7,3,3
1774,4fkgr2,4,8
1775,3o9l8y,5,6
1776,3j4wls,2,4
1777,4iyz1b,4,6
1778,55m3rc,5,5
1779,1kkofb,3,3
1780,66hc0o,13,14
1781,55xvpo,4,4
1782,5ahlr1,4,4
1783,55xi50,15,15
1784,dyhs8o,5,5
1785,3jcxs4,5,5
1786,1jsbyt,4,4
1787,3imj16,2,2
1788,61izfl,8,8
1789,3ioqpt,0,0
1790,202ffs,5,2
1791,3itkge,2,2
1792,3obs9o,4,4
1793,4j5jp8,7,6
1794,3oc5vb,3,4
1795,66rbnk,4,4
1796,1lfdmc,0,0
1797,3kc88z,9,9
1798,3kbp6h,8,0
1799,56tja1,8,8
1800,1xdurk,5,0
1801,56mz9k,3,5
1802,56kk2v,4,3
1803,65ssjb,7,9
1804,1n3tqz,5,5
1805,5omn0f,0,0
1806,1x64ki,4,4
1807,e59mg2,6,6
1808,56iegy,4,2
1809,1lwlgr,5,3
1810,e1sf6y,13,13
1811,660qrs,2,3
1812,5adzc4,6,6
1813,4395sm,6,6
1814,3jo2ys,8,9
1815,563pkk,3,3
1816,1lyviq,9,7
1817,5t3re8,3,4
1818,3k1tdf,14,14
1819,1ma1q6,9,0
1820,56cfvv,7,8
1821,56bgjo,3,0
1822,4ihh5g,4,4
1823,4m039u,3,3
1824,4lwfi1,7,0
1825,27f0bk,0,0
1826,27w2x5,3,4
1827,3chjxj,4,7
1828,crwrt,9,10
1829,5c9dhv,9,9
1830,5n1tm9,3,3
1831,3c9i32,4,4
1832,27drsi,6,6
1833,5n1nwt,4,4
1834,5r9yea,29,0
1835,4qmy19,8,8
1836,4sfcaq,8,12
1837,d2iwxi,5,5
1838,60ciz7,3,3
1839,4p8cn9,3,3
1840,4mf93z,3,0
1841,4rqvks,5,6
1842,3pwwlj,5,6
1843,4rcmyl,5,5
1844,6qk72z,12,12
1845,d3upij,17,17
1846,4m2li8,4,3
1847,4p4uui,4,4
1848,4qj8ce,4,3
1849,5r75f8,4,4
1850,4lyxjg,4,3
1851,5rftg7,4,4
1852,3cxhaf,10,10
1853,4muvpo,2,4
1854,d4cgh,5,4
1855,3c8y9p,9,9
1856,5cceg7,5,5
1857,1byxe6,2,2
1858,3q4ch6,7,7
1859,3cs17z,4,4
1860,5cnzif,4,4
1861,271t7g,6,6
1862,421jcq,8,8
1863,4dqqpt,3,0
1864,60a1hu,7,10
1865,56f43i,4,4
1866,3vnll3,4,5
1867,2vefpj,11,11
1868,49g4kv,10,13
1869,97pppp,5,3
