,id,deg_assortativity_coefficient_joke,deg_assortativity_coefficient_njok
872,97pppp,-0.24999999999999925,-0.30000000000000165
873,97pppp,-0.2182178902359924,-0.2182178902359924
874,97pppp,,
875,97pppp,,
876,97pppp,-0.10012523486435222,
877,97pppp,,
878,97pppp,,inf
879,97pppp,,0.40824829046386113
880,97pppp,-0.4999999999999988,-0.5773502691896258
881,97pppp,,
882,97pppp,,-1.0000000000000002
883,97pppp,,
884,97pppp,,0.3162277660168372
885,97pppp,,
886,97pppp,,
887,97pppp,,
888,97pppp,0.0,
889,97pppp,,
890,97pppp,,-0.4999999999999988
891,97pppp,,
892,97pppp,,
893,97pppp,-0.250000000000004,
894,97pppp,,
895,97pppp,,0.25
896,97pppp,,
897,97pppp,-0.4166666666666657,-0.4166666666666657
898,97pppp,-0.43246144425065064,-0.40824829046386474
899,97pppp,,
900,97pppp,inf,inf
901,97pppp,-0.10846522890932954,
902,97pppp,-0.6546536707079771,
903,97pppp,,
904,97pppp,,
905,97pppp,-0.5773502691896258,-0.4999999999999988
906,97pppp,,
907,97pppp,-0.1666666666666696,
908,97pppp,,-0.49507377148833603
909,97pppp,,
910,97pppp,-0.4402254531628119,-0.4402254531628119
911,97pppp,,inf
912,97pppp,,
913,97pppp,,
914,97pppp,,
915,97pppp,,
916,97pppp,-0.7071067811865475,-0.7071067811865475
917,97pppp,,
918,97pppp,,
919,97pppp,,
920,97pppp,-0.4999999999999988,-0.4082482904638675
921,97pppp,,
922,97pppp,,
923,97pppp,,
924,97pppp,,
925,97pppp,-0.2182178902359924,-0.25000000000000006
926,97pppp,-0.4082482904638675,-0.4082482904638675
927,97pppp,,
928,97pppp,,
929,97pppp,-0.16666666666667573,0.3333333333333333
930,97pppp,-0.6454972243679024,
931,97pppp,,
932,97pppp,,
933,97pppp,,
934,97pppp,-0.4880935300919782,-0.7937253933193794
935,97pppp,,
936,97pppp,,
937,97pppp,,-0.4082482904638675
938,97pppp,0.07559289460184594,0.036084391824351636
939,97pppp,,
940,97pppp,,
941,97pppp,,
942,97pppp,0.0,0.16666666666666557
943,97pppp,,
944,97pppp,-0.4999999999999988,-0.4999999999999988
945,97pppp,-0.5773502691896258,-0.5773502691896258
946,97pppp,,
947,97pppp,,
948,97pppp,-0.5445811486371713,-0.5477225575051672
949,97pppp,,
950,97pppp,-0.4999999999999988,-0.4999999999999988
951,97pppp,,
952,97pppp,,-0.4999999999999988
953,97pppp,inf,inf
954,97pppp,,
955,97pppp,,
956,97pppp,,
957,97pppp,,
958,97pppp,,
959,97pppp,,
960,97pppp,-0.08333333333333345,
961,97pppp,,
962,97pppp,-inf,-0.2969569354582496
963,97pppp,0.18898223650461501,0.18898223650461501
964,97pppp,,
965,97pppp,,
966,97pppp,,
967,97pppp,-0.16666666666666782,
968,97pppp,,
969,97pppp,,
970,97pppp,,
971,97pppp,-0.5773502691896258,-0.5773502691896258
972,97pppp,0.16666666666666557,
973,97pppp,,
974,97pppp,,
975,97pppp,,
976,97pppp,-inf,-inf
977,97pppp,-0.4999999999999988,
978,97pppp,,0.0
979,97pppp,,
980,97pppp,-inf,-inf
981,97pppp,,
982,97pppp,0.15811388300841878,0.15811388300841878
983,97pppp,-0.25000000000000167,-0.25000000000000167
984,97pppp,,
985,97pppp,,
986,97pppp,,-0.2886751345948155
987,97pppp,,
988,97pppp,,
989,97pppp,,
990,97pppp,,
991,97pppp,,
992,97pppp,,
993,97pppp,,
994,97pppp,,
995,97pppp,,
996,97pppp,,
997,97pppp,,
998,97pppp,inf,-inf
999,97pppp,,
1000,97pppp,inf,inf
1001,97pppp,,
1002,97pppp,-0.250000000000001,-0.250000000000001
1003,97pppp,,
1004,97pppp,,
1005,97pppp,,
1006,97pppp,,
1007,97pppp,-0.24999999999999925,-0.24999999999999925
1008,97pppp,-inf,-inf
1009,97pppp,,
1010,97pppp,,
1011,97pppp,,
1012,97pppp,,
1013,97pppp,,
1014,97pppp,,
1015,97pppp,,
1016,97pppp,,
1017,97pppp,,
1018,97pppp,-0.7071067811865483,-0.7071067811865483
1019,97pppp,,
1020,97pppp,,-0.4999999999999988
1021,97pppp,,
1022,97pppp,-0.3415650255319886,-0.3415650255319886
1023,97pppp,,
1024,97pppp,-0.4082482904638675,-0.4082482904638675
1025,97pppp,,
1026,97pppp,,
1027,97pppp,-0.49507377148833603,-0.49507377148833603
1028,97pppp,,
1029,97pppp,,
1030,97pppp,,
1031,97pppp,,
1032,97pppp,,
1033,97pppp,-0.2773500981126144,-0.21821789023599308
1034,97pppp,,
1035,97pppp,,
1036,97pppp,-0.6123724356957957,-0.6123724356957957
1037,97pppp,-0.4082482904638675,
1038,97pppp,,
1039,97pppp,,
1040,97pppp,,
1041,97pppp,,-0.5773502691896258
1042,97pppp,,
1043,97pppp,,
1044,97pppp,,
1045,97pppp,,
1046,97pppp,,
1047,97pppp,,
1048,97pppp,,
1049,97pppp,,
1050,97pppp,,
1051,97pppp,,
1052,97pppp,,
1053,97pppp,,
1054,97pppp,,
1055,97pppp,,-0.6324555320336743
1056,97pppp,-0.1666666666666696,-0.1666666666666696
1057,97pppp,inf,inf
1058,97pppp,0.0,
1059,97pppp,,
1060,97pppp,,
1061,97pppp,,
1062,97pppp,,
1063,97pppp,inf,inf
1064,97pppp,,
1065,97pppp,-0.4999999999999988,0.40824829046386113
1066,97pppp,,
1067,97pppp,0.2711630722733197,0.2711630722733197
1068,97pppp,,
1069,97pppp,,
1070,97pppp,,
1071,97pppp,,
1072,97pppp,-0.4999999999999988,-0.4999999999999988
1073,97pppp,,
1074,97pppp,,
1075,97pppp,-0.46350335650230645,-0.363696483726654
1076,97pppp,,
1077,97pppp,,
1078,97pppp,-0.09128709291752853,-0.09128709291752853
1079,97pppp,0.0,0.0
1080,97pppp,,
1081,97pppp,,
1082,97pppp,-0.1581138830084186,-0.1581138830084186
1083,97pppp,,
1084,97pppp,,
1085,97pppp,,
1086,97pppp,,
1087,97pppp,,
1088,97pppp,,
1089,97pppp,,
1090,97pppp,0.0,0.0
1091,97pppp,,
1092,97pppp,,
1093,97pppp,,
1094,97pppp,-0.09128709291752853,-0.09128709291752853
1095,97pppp,,
1096,97pppp,,
1097,97pppp,,-0.08804509063256238
1098,97pppp,,
1099,97pppp,,-inf
1100,97pppp,-0.3333333333333333,-0.75
1101,97pppp,,
1102,97pppp,,
1103,97pppp,,
1104,97pppp,-0.1666666666666696,-0.1666666666666696
1105,97pppp,,
1106,97pppp,,
1107,97pppp,,
1108,97pppp,-0.4082482904638675,-0.499999999999999
1109,97pppp,,-0.9999999999999991
1110,97pppp,,
1111,97pppp,0.514495755427525,0.5547001962252301
1112,97pppp,-0.6324555320336738,-0.6324555320336738
1113,97pppp,-0.7905694150420939,
1114,97pppp,0.16666666666666557,0.16666666666666557
1115,97pppp,-inf,-inf
1116,97pppp,-0.38575837490523324,-0.21538744758532405
1117,97pppp,0.16666666666666557,-0.6666666666666686
1118,97pppp,,
1119,97pppp,-0.6123724356957957,-0.5773502691896258
1120,97pppp,,
1121,97pppp,-0.4082482904638643,
1122,97pppp,,
1123,97pppp,,
1124,97pppp,-0.31622776601683755,-0.31622776601683755
1125,97pppp,0.04335549847620695,0.04335549847620695
1126,97pppp,-1.0,-1.0
1127,97pppp,,
1128,97pppp,,
1129,97pppp,-0.5000000000000004,
1130,97pppp,,
1131,97pppp,,
1132,97pppp,,
1133,97pppp,,
1134,97pppp,,
1135,97pppp,,
1136,97pppp,-0.4999999999999988,
1137,97pppp,,
1138,97pppp,,
1139,97pppp,,
1140,97pppp,,
1141,97pppp,-0.5773502691896258,
1142,97pppp,,
1143,97pppp,,
1144,97pppp,,
1145,97pppp,,
1146,97pppp,,
1147,97pppp,-0.5773502691896258,-0.5773502691896258
1148,97pppp,,
1149,97pppp,,
1150,97pppp,-0.999999999999998,-0.6666666666666686
1151,97pppp,,
1152,97pppp,,-0.1666666666666696
1153,97pppp,-inf,-inf
1154,97pppp,,
1155,97pppp,-0.1613743060919772,-0.1613743060919772
1156,97pppp,-0.14085904245475303,-0.14085904245475303
1157,97pppp,-0.6324555320336738,-0.6666666666666686
1158,97pppp,,
1159,97pppp,,
1160,97pppp,-0.4082482904638675,-0.4082482904638675
1161,97pppp,,
1162,97pppp,,
1163,97pppp,,
1164,97pppp,-0.16666666666666782,-0.16666666666666782
1165,97pppp,,
1166,97pppp,0.40824829046386113,0.40824829046386113
1167,97pppp,,
1168,97pppp,0.4999999999999995,
1169,97pppp,,
1170,97pppp,0.27116307227332004,0.2499999999999999
1171,97pppp,,
1172,97pppp,inf,inf
1173,97pppp,,
1174,97pppp,,
1175,97pppp,inf,inf
1176,97pppp,,
1177,97pppp,-0.6614378277661473,-0.6614378277661473
1178,97pppp,,
1179,97pppp,,
1180,97pppp,,
1181,97pppp,inf,inf
1182,97pppp,,
1183,97pppp,,
1184,97pppp,-0.4200840252084033,0.0
1185,97pppp,,
1186,97pppp,0.25819888974716015,0.25819888974716015
1187,97pppp,,
1188,97pppp,-0.6123724356957957,-0.6123724356957957
1189,97pppp,,
1190,97pppp,,
1191,97pppp,,-0.4999999999999998
1192,97pppp,,-0.4999999999999988
1193,97pppp,,0.0
1194,97pppp,,
1195,97pppp,,
1196,97pppp,,
1197,97pppp,-0.29277002188455997,-0.29277002188455997
1198,97pppp,-0.7245688373094744,-1.0
1199,97pppp,0.40824829046386113,
1200,97pppp,-0.41833001326703645,-0.41833001326703645
1201,97pppp,,
1202,97pppp,,
1203,97pppp,,
1204,97pppp,,
1205,97pppp,-inf,-inf
1206,97pppp,,
1207,97pppp,,
1208,97pppp,inf,
1209,97pppp,,
1210,97pppp,-0.2059603814204549,-0.2059603814204549
1211,97pppp,,
1212,97pppp,-0.5773502691896258,0.0
1213,97pppp,,
1214,97pppp,,
1215,97pppp,,
1216,97pppp,,
1217,97pppp,,
1218,97pppp,,
1219,97pppp,,
1220,97pppp,,
1221,97pppp,0.25,
1222,97pppp,-0.14345703605049628,-0.14345703605049628
1223,97pppp,,
1224,97pppp,-0.7905694150420938,-0.4880935300919779
1225,97pppp,-0.6163156344279367,-0.2222222222222222
1226,97pppp,,
1227,97pppp,-inf,-inf
1228,97pppp,-0.6454972243679025,-0.30261376633440124
1229,97pppp,,
1230,97pppp,0.16666666666666693,0.16666666666666693
1231,97pppp,,
1232,97pppp,-0.30000000000000154,
1233,97pppp,,
1234,97pppp,,
1235,97pppp,,
1236,97pppp,,
1237,97pppp,,
1238,97pppp,-0.7071067811865475,-0.7071067811865475
1239,97pppp,,inf
1240,97pppp,,
1241,97pppp,-0.24999999999999925,
1242,97pppp,,
1243,97pppp,,-inf
1244,97pppp,,
1245,97pppp,-0.4402254531628119,-0.4402254531628119
1246,97pppp,-inf,-inf
1247,97pppp,,
1248,97pppp,,
1249,97pppp,,
1250,97pppp,-0.6454972243679018,-0.31622776601683755
1251,97pppp,,-0.5773502691896258
1252,97pppp,,
1253,97pppp,-inf,
1254,97pppp,,
1255,97pppp,,
1256,97pppp,,
1257,97pppp,-0.4082482904638643,0.40824829046386113
1258,97pppp,-0.4999999999999988,-0.4082482904638675
1259,97pppp,-0.4999999999999988,0.40824829046386113
1260,97pppp,,
1261,97pppp,,
1262,97pppp,,
1263,97pppp,,
1264,97pppp,,
1265,97pppp,-1.0280809080416378e-15,-1.0280809080416378e-15
1266,97pppp,-0.4999999999999988,-0.5773502691896257
1267,97pppp,,
1268,97pppp,-inf,-inf
1269,97pppp,,
1270,97pppp,,-0.4999999999999988
1271,97pppp,,
1272,97pppp,,
1273,97pppp,-0.4999999999999998,-0.4999999999999998
1274,97pppp,-0.09128709291752628,-0.09128709291752628
1275,97pppp,,
1276,97pppp,0.0,0.16666666666666557
1277,97pppp,,
1278,97pppp,-0.6123724356957942,
1279,97pppp,-0.3779644730092272,-0.3779644730092272
1280,97pppp,inf,inf
1281,97pppp,,
1282,97pppp,0.3162277660168372,0.3162277660168372
1283,97pppp,,
1284,97pppp,,
1285,97pppp,,
1286,97pppp,-0.499999999999999,-0.499999999999999
1287,97pppp,0.15811388300841878,0.15811388300841878
1288,97pppp,0.29609328407904223,0.29609328407904223
1289,97pppp,,
1290,97pppp,,
1291,97pppp,-0.40824829046386546,-0.046829290579084776
1292,97pppp,,
1293,97pppp,,
1294,97pppp,-inf,inf
1295,97pppp,,
1296,97pppp,,-0.06900655593423295
1297,97pppp,-0.4999999999999988,-0.4999999999999988
1298,97pppp,-0.4472135954999592,-0.4472135954999592
1299,97pppp,,
1300,97pppp,,
1301,97pppp,,
1302,97pppp,-0.25000000000000006,-0.6123724356957957
1303,97pppp,0.0,-0.5773502691896258
1304,97pppp,,
1305,97pppp,,
1306,97pppp,,
1307,97pppp,-0.1666666666666696,-0.1666666666666696
1308,97pppp,,0.25819888974716015
1309,97pppp,-0.6666666666666686,
1310,97pppp,-0.5773502691896258,-0.6324555320336747
1311,97pppp,-0.4999999999999988,-0.4999999999999988
1312,97pppp,,
1313,97pppp,,
1314,97pppp,,
1315,97pppp,,
1316,97pppp,,
1317,97pppp,-0.4082482904638675,-0.4082482904638675
1318,97pppp,0.2809757434745072,0.2809757434745072
1319,97pppp,,
1320,97pppp,,
1321,97pppp,-1.0000000000000002,-1.0000000000000002
1322,97pppp,,
1323,97pppp,-0.14907119849998599,
1324,97pppp,,
1325,97pppp,-0.5204164998665353,-0.5204164998665353
1326,97pppp,,
1327,97pppp,,-0.5445811486371729
1328,97pppp,,
1329,97pppp,,
1330,97pppp,,
1331,97pppp,,
1332,97pppp,,
1333,97pppp,,
1334,97pppp,,
1335,97pppp,-0.5486366260639555,-0.24152294576982408
1336,97pppp,,
1337,97pppp,,0.15811388300841878
1338,97pppp,,
1339,97pppp,-0.7071067811865475,-0.7071067811865475
1340,97pppp,-0.1666666666666696,-0.1666666666666696
1341,97pppp,-0.4999999999999988,-0.4999999999999988
1342,97pppp,,
1343,97pppp,,
1344,97pppp,,
1345,97pppp,,
1346,97pppp,,
1347,97pppp,,
1348,97pppp,,
1349,97pppp,,
1350,97pppp,,
1351,97pppp,,
1352,97pppp,,
1353,97pppp,,
1354,97pppp,,
1355,97pppp,-0.4999999999999988,-0.4999999999999988
1356,97pppp,,
1357,97pppp,,
1358,97pppp,-0.4999999999999988,
1359,97pppp,,
1360,97pppp,,
1361,97pppp,,
1362,97pppp,,
1363,97pppp,,
1364,97pppp,,
1365,97pppp,,
1366,97pppp,0.2711630722733197,
1367,97pppp,,
1368,97pppp,0.0,0.0
1369,97pppp,,
1370,97pppp,-0.4999999999999988,-0.4999999999999988
1371,97pppp,,
1372,97pppp,,
1373,97pppp,-0.42857142857142855,-0.5735393346764067
1374,97pppp,-0.4999999999999988,-0.4999999999999988
1375,97pppp,,
1376,97pppp,inf,
1377,97pppp,,
1378,97pppp,,
1379,97pppp,-inf,-inf
1380,97pppp,,
1381,97pppp,,
1382,97pppp,,
1383,97pppp,,
1384,97pppp,,
1385,97pppp,,
1386,97pppp,,
1387,97pppp,0.40147753427348315,0.40147753427348315
1388,97pppp,,
1389,97pppp,,
1390,97pppp,-0.22535532865807525,-0.41666666666666596
1391,97pppp,0.0,0.0
1392,97pppp,-0.40000000000000085,-0.40000000000000085
1393,97pppp,,-0.3333333333333333
1394,97pppp,,
1395,97pppp,,0.25
1396,97pppp,-0.7973465930221127,-0.3910849323649393
1397,97pppp,-0.16666666666666774,-0.16666666666666774
1398,97pppp,,
1399,97pppp,,
1400,97pppp,,
1401,97pppp,,
1402,97pppp,-0.7071067811865475,-0.499999999999999
1403,97pppp,,-1.0
1404,97pppp,0.1796053020267755,0.1796053020267755
1405,97pppp,-0.6666666666666676,
1406,97pppp,,
1407,97pppp,-0.09128709291752553,-0.1666666666666696
1408,97pppp,-0.6324555320336743,-0.5477225575051666
1409,97pppp,inf,inf
1410,97pppp,,inf
1411,97pppp,-0.7071067811865475,-0.6666666666666686
1412,97pppp,,
1413,97pppp,,
1414,97pppp,-0.09128709291752628,-0.4999999999999998
1415,97pppp,,0.14852213144650048
1416,97pppp,-0.4472135954999579,
1417,97pppp,,
1418,97pppp,,
1419,97pppp,,-0.4950737714883382
1420,97pppp,,
1421,97pppp,,
1422,97pppp,,
1423,97pppp,,
1424,97pppp,,
1425,97pppp,,
1426,97pppp,,inf
1427,97pppp,-0.16666666666666782,0.16666666666666557
1428,97pppp,,
1429,97pppp,,
1430,97pppp,,
1431,97pppp,,0.0
1432,97pppp,-0.09128709291752628,-0.09128709291752628
1433,97pppp,,
1434,97pppp,,
1435,97pppp,-0.4714045207910292,-0.4714045207910292
1436,97pppp,,
1437,97pppp,-0.6437263095787177,-0.8447367914999205
1438,97pppp,,
1439,97pppp,,
1440,97pppp,,
1441,97pppp,-0.35634832254989796,-0.35634832254989796
1442,97pppp,,
1443,97pppp,,
1444,97pppp,,
1445,97pppp,,-0.6123724356957942
1446,97pppp,,
1447,97pppp,,
1448,97pppp,0.4082482904638622,0.4082482904638622
1449,97pppp,,
1450,97pppp,,
1451,97pppp,,
1452,97pppp,,
1453,97pppp,,
1454,97pppp,,
1455,97pppp,-0.24999999999999925,-0.14907119849998599
1456,97pppp,,
1457,97pppp,,
1458,97pppp,-0.7559289460184573,-0.7559289460184573
1459,97pppp,,
1460,97pppp,,
1461,97pppp,,
1462,97pppp,,
1463,97pppp,,
1464,97pppp,,
1465,97pppp,-1.0,
1466,97pppp,,
1467,97pppp,,
1468,97pppp,,
1469,97pppp,,
1470,97pppp,,
1471,97pppp,-0.3333333333333333,-0.3333333333333333
1472,97pppp,,
1473,97pppp,,
1474,97pppp,,
1475,97pppp,,
1476,97pppp,,
1477,97pppp,,
1478,97pppp,,
1479,97pppp,,
1480,97pppp,0.3333333333333333,-1.0
1481,97pppp,,
1482,97pppp,0.4313310928137532,0.4313310928137532
1483,97pppp,,
1484,97pppp,,
1485,97pppp,,
1486,97pppp,,
1487,97pppp,,
1488,97pppp,,
1489,97pppp,,
1490,97pppp,inf,inf
1491,97pppp,,
1492,97pppp,-0.4135850959342545,-0.4135850959342545
1493,97pppp,,
1494,97pppp,,
1495,97pppp,,
1496,97pppp,,
1497,97pppp,-0.4999999999999998,-0.4999999999999998
1498,97pppp,-0.4999999999999988,
1499,97pppp,,
1500,97pppp,,-0.4999999999999988
1501,97pppp,,
1502,97pppp,-0.4999999999999988,
1503,97pppp,-0.4999999999999988,
1504,97pppp,-0.28097574347450904,-0.5445811486371713
1505,97pppp,-1.0000000000000002,-1.0000000000000002
1506,97pppp,0.16666666666666557,0.16666666666666557
1507,97pppp,,0.1776672636296746
1508,97pppp,-inf,
1509,97pppp,,
1510,97pppp,,
1511,97pppp,-0.1581138830084255,-0.16666666666667376
1512,97pppp,,
1513,97pppp,,
1514,97pppp,,
1515,97pppp,,-0.48238191061886687
1516,97pppp,-inf,-inf
1517,97pppp,,
1518,97pppp,inf,
1519,97pppp,,
1520,97pppp,,
1521,97pppp,,-0.9999999999999994
1522,97pppp,,
1523,97pppp,,
1524,97pppp,,
1525,97pppp,,
1526,97pppp,-1.0,-1.0
1527,97pppp,-0.5477225575051672,-0.5477225575051672
1528,97pppp,0.7559289460184543,0.646230327641497
1529,97pppp,,
1530,97pppp,,
1531,97pppp,,
1532,97pppp,,
1533,97pppp,,
1534,97pppp,-0.11704114719613076,-0.11704114719613076
1535,97pppp,,
1536,97pppp,,-0.4880935300919782
1537,97pppp,-0.4999999999999988,
1538,97pppp,-0.3571428571428597,-0.3571428571428597
1539,97pppp,,
1540,97pppp,,-0.5773502691896258
1541,97pppp,-0.5773502691896258,
1542,97pppp,inf,inf
1543,97pppp,-0.7071067811865475,
1544,97pppp,-inf,-inf
1545,97pppp,,
1546,97pppp,-0.5773502691896257,-0.5773502691896257
1547,97pppp,-0.14907119849998154,-0.09759000729485821
1548,97pppp,,
1549,97pppp,,
1550,97pppp,inf,inf
1551,97pppp,,
1552,97pppp,-0.2222222222222222,-0.2222222222222222
1553,97pppp,,
1554,97pppp,-0.1666666666666656,-0.1666666666666656
1555,97pppp,-0.09449111825230624,0.10482848367219295
1556,97pppp,,
1557,97pppp,-0.4999999999999988,-0.4999999999999988
1558,97pppp,-0.4999999999999988,-0.4999999999999988
1559,97pppp,,
1560,97pppp,-0.1666666666666696,0.40824829046386113
1561,97pppp,,-0.3333333333333333
1562,97pppp,,
1563,97pppp,-0.4082482904638675,-0.4082482904638675
1564,97pppp,,
1565,97pppp,,
1566,97pppp,-0.8416254115301738,-0.8416254115301738
1567,97pppp,,
1568,97pppp,-0.4082482904638675,
1569,97pppp,,
1570,97pppp,-1.0,-1.0
1571,97pppp,,
1572,97pppp,,-0.4999999999999988
1573,97pppp,-0.4999999999999988,
1574,97pppp,,
1575,97pppp,,
1576,97pppp,-0.24999999999999925,-0.24999999999999925
1577,97pppp,,
1578,97pppp,,
1579,97pppp,-0.4999999999999988,
1580,97pppp,,
1581,97pppp,-0.4999999999999988,
1582,97pppp,,
1583,97pppp,-inf,-inf
1584,97pppp,,
1585,97pppp,,
1586,97pppp,,
1587,97pppp,0.9999999999999966,0.9999999999999966
1588,97pppp,-0.6324555320336743,-0.6546536707079771
1589,97pppp,,
1590,97pppp,,
1591,97pppp,,
1592,97pppp,,
1593,97pppp,,
1594,97pppp,,-0.1666666666666696
1595,97pppp,,
1596,97pppp,,
1597,97pppp,,
1598,97pppp,0.0,
1599,97pppp,-0.4532471038866802,-0.16666666666666782
1600,97pppp,,
1601,97pppp,,
1602,97pppp,,
1603,97pppp,,
1604,97pppp,,
1605,97pppp,-0.16666666666666782,-0.16666666666666782
1606,97pppp,,
1607,97pppp,,
1608,97pppp,,
1609,97pppp,,
1610,97pppp,,
1611,97pppp,0.0,-0.6123724356957942
1612,97pppp,,
1613,97pppp,,
1614,97pppp,,
1615,97pppp,,0.0
1616,97pppp,,
1617,97pppp,,
1618,97pppp,0.0,0.0
1619,97pppp,-0.16666666666666782,-0.16666666666666782
1620,97pppp,,
1621,97pppp,-0.9999999999999991,
1622,97pppp,0.23904572186687847,-inf
1623,97pppp,,
1624,97pppp,,
1625,97pppp,,
1626,97pppp,-0.5976143046671979,-0.5477225575051675
1627,97pppp,,
1628,97pppp,,-0.4082482904638675
1629,97pppp,,
1630,97pppp,,
1631,97pppp,,
1632,97pppp,,
1633,97pppp,,
1634,97pppp,0.25,0.25
1635,97pppp,,
1636,97pppp,-0.16666666666666782,
1637,97pppp,,
1638,97pppp,-0.5555555555555556,
1639,97pppp,,
1640,97pppp,,
1641,97pppp,-0.6454972243679018,-0.6454972243679018
1642,97pppp,-0.4999999999999988,-0.5773502691896258
1643,97pppp,,
1644,97pppp,,
1645,97pppp,,
1646,97pppp,,
1647,97pppp,,
1648,97pppp,,
1649,97pppp,-0.4999999999999988,
1650,97pppp,-0.4068554229082675,-0.4952399127859657
1651,97pppp,,
1652,97pppp,,
1653,97pppp,,
1654,97pppp,,
1655,97pppp,,
1656,97pppp,,
1657,97pppp,,
1658,97pppp,,
1659,97pppp,0.0,
1660,97pppp,,
1661,97pppp,,
1662,97pppp,-0.16666666666666782,0.0
1663,97pppp,,
1664,97pppp,,
1665,97pppp,0.25,0.25
1666,97pppp,-inf,-inf
1667,97pppp,,
1668,97pppp,,
1669,97pppp,,-0.7071067811865475
1670,97pppp,,
1671,97pppp,-0.4999999999999988,-0.4999999999999988
1672,97pppp,,
1673,97pppp,,
1674,97pppp,,
1675,97pppp,0.0,0.0
1676,97pppp,,
1677,97pppp,,
1678,97pppp,,
1679,97pppp,,
1680,97pppp,,
1681,97pppp,-0.4880935300919782,
1682,97pppp,,
1683,97pppp,,
1684,97pppp,,inf
1685,97pppp,,
1686,97pppp,,
1687,97pppp,,
1688,97pppp,,
1689,97pppp,-0.1084652289093294,
1690,97pppp,,
1691,97pppp,,
1692,97pppp,-0.5773502691896258,-0.4999999999999987
1693,97pppp,0.15811388300841878,0.15811388300841878
1694,97pppp,,
1695,97pppp,,
1696,97pppp,0.14907119849998599,inf
1697,97pppp,0.16666666666666557,0.16666666666666557
1698,97pppp,,-0.4999999999999988
1699,97pppp,,
1700,97pppp,,
1701,97pppp,,-0.16666666666666782
1702,97pppp,,0.40824829046386113
1703,97pppp,-inf,-inf
1704,97pppp,,
1705,97pppp,,
1706,97pppp,-0.250000000000004,-0.250000000000004
1707,97pppp,,
1708,97pppp,,
1709,97pppp,,
1710,97pppp,,
1711,97pppp,,
1712,97pppp,,
1713,97pppp,,
1714,97pppp,,
1715,97pppp,,
1716,97pppp,,
1717,97pppp,0.5773502691896258,
1718,97pppp,,
1719,97pppp,,
1720,97pppp,,
1721,97pppp,-0.4880935300919782,-0.4880935300919782
1722,97pppp,,
1723,97pppp,,
1724,97pppp,,
1725,97pppp,-6.255398086396757e-16,-6.255398086396757e-16
1726,97pppp,-0.3058876451607498,0.09622504486493777
1727,97pppp,,
